LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,Foundation,TotalBsmtSF,CentralAir,Electrical,GrLivArea,BedroomAbvGr,YrSold,SaleType,SaleCondition,SalePrice
6240,IDOTRR,Single Family,1.5Fin,4,Cinder Block,780,Yes,FuseA,1208,2,2009,Warranty Deed,Normal,103000
6240,Brookside,Single Family,1.5Fin,5,Brick and Tile,1042,Yes,SBrkr,1576,3,2006,Warranty Deed,Within Family,149000
6240,Brookside,Single Family,1.5Fin,4,Slab,0,No,SBrkr,912,2,2006,Warranty Deed,Normal,80500
6240,Brookside,Single Family,1.5Fin,6,Brick and Tile,884,Yes,FuseA,1367,3,2007,Warranty Deed,Normal,127500
6204,SWISU,Single Family,2.5Fin,4,Poured Concrete ,795,No,SBrkr,2230,5,2006,Warranty Deed,Normal,118500
6180,Brookside,Single Family,1Story,6,Brick and Tile,960,No,SBrkr,986,2,2007,Warranty Deed,Normal,102000
6173,Sawyer,Single Family,1Story,5,Cinder Block,876,Yes,SBrkr,902,3,2007,Warranty Deed,Normal,125500
6171,SWISU,Single Family,1.5Fin,6,Brick and Tile,976,Yes,SBrkr,1608,3,2009,Warranty Deed,Normal,137450
6155,Brookside,Single Family,2Story,6,Brick and Tile,611,Yes,SBrkr,1362,3,2008,Warranty Deed,Normal,128000
6130,Brookside,Single Family,1.5Unf,5,Brick and Tile,784,Yes,SBrkr,784,2,2008,Warranty Deed,Normal,109500
6120,OldTown,Single Family,1.5Fin,7,Brick and Tile,952,Yes,FuseF,1774,2,2008,Warranty Deed,Force Closure,129900
6120,Brookside,Single Family,1.5Unf,7,Brick and Tile,832,Yes,FuseA,854,2,2007,Warranty Deed,Normal,132000
6120,Brookside,Single Family,1Story,5,Brick and Tile,715,Yes,FuseA,875,2,2009,Warranty Deed,Normal,105000
6120,Brookside,Single Family,1.5Fin,4,Brick and Tile,884,Yes,SBrkr,1573,3,2009,Warranty Deed,Normal,133000
6120,Brookside,Single Family,1.5Fin,5,Brick and Tile,927,Yes,SBrkr,1539,3,2009,Warranty Deed,Normal,141500
6120,Brookside,Single Family,1Story,5,Brick and Tile,768,No,SBrkr,1015,3,2006,Warranty Deed,Force Closure,88000
6120,Brookside,Single Family,2Story,5,Brick and Tile,939,Yes,SBrkr,1513,4,2007,Warranty Deed,Normal,137500
6060,IDOTRR,Single Family,1.5Fin,4,Poured Concrete ,732,Yes,SBrkr,1123,3,2007,Warranty Deed,Normal,100000
6040,Edwards,Duplex,1Story,4,Poured Concrete ,0,No,FuseP,1152,2,2008,Warranty Deed,Adjacent Land Purchase,82000
6000,OldTown,Single Family,1Story,5,Cinder Block,789,Yes,SBrkr,789,2,2008,Warranty Deed,Partial,115000
6000,Brookside,Duplex,1.5Unf,6,Poured Concrete ,884,Yes,SBrkr,904,2,2009,Warranty Deed,Normal,119000
6000,OldTown,Duplex,1.5Fin,3,Cinder Block,649,Yes,SBrkr,1183,2,2007,Warranty Deed,Normal,120000
6000,OldTown,Duplex,1Story,5,Cinder Block,928,Yes,FuseA,928,3,2008,Warranty Deed,Normal,112500
6000,OldTown,Two Family,1.5Fin,5,Cinder Block,811,Yes,FuseA,1387,3,2009,Warranty Deed,Normal,93000
6000,Brookside,Duplex,1Story,5,Cinder Block,616,Yes,SBrkr,616,2,2006,Warranty Deed,Normal,89000
6000,OldTown,Duplex,1Story,4,Cinder Block,901,Yes,SBrkr,901,2,2008,Warranty Deed,Normal,107900
6000,OldTown,Two Family,1Story,4,Cinder Block,936,No,SBrkr,936,2,2009,Warranty Deed,Normal,93000
6000,SWISU,Duplex,1.5Fin,5,Brick and Tile,1008,Yes,SBrkr,1522,4,2006,Warranty Deed,Normal,102000
6000,OldTown,Duplex,1Story,6,Brick and Tile,1103,Yes,SBrkr,1103,2,2006,Warranty Deed,Normal,110500
6000,Brookside,Duplex,1.5Fin,4,Brick and Tile,672,Yes,SBrkr,1324,3,2009,Warranty Deed,Normal,128000
6000,Brookside,Duplex,1.5Fin,5,Brick and Tile,884,Yes,SBrkr,1348,3,2009,Warranty Deed,Normal,117000
6000,Brookside,Duplex,1.5Fin,6,Cinder Block,780,Yes,FuseF,1412,4,2009,Warranty Deed,Normal,132500
6000,OldTown,Duplex,1Story,4,Poured Concrete ,960,Yes,FuseA,960,2,2007,Warranty Deed,Normal,108500
6000,Brookside,Duplex,1.5Fin,6,Brick and Tile,698,Yes,SBrkr,1176,2,2009,Warranty Deed,Normal,134900
6000,Brookside,Duplex,1.5Fin,6,Brick and Tile,735,Yes,SBrkr,1218,3,2007,Warranty Deed,Normal,131000
6000,Brookside,Duplex,1.5Fin,6,Brick and Tile,862,Yes,SBrkr,1158,3,2008,Warranty Deed,Normal,120000
5925,OldTown,Duplex,1Story,4,Brick and Tile,907,Yes,SBrkr,1131,2,2007,Warranty Deed,Within Family,89471
5925,OldTown,Duplex,1.5Fin,3,Brick and Tile,600,No,SBrkr,968,2,2009,Warranty Deed,Force Closure,37900
5900,Brookside,Duplex,1Story,4,Poured Concrete ,440,Yes,FuseA,869,2,2006,Warranty Deed,Normal,85500
5890,IDOTRR,Duplex,1Story,6,Brick and Tile,816,Yes,SBrkr,816,2,2008,Warranty Deed,Normal,120500
5868,NAmes,Duplex,1Story,5,Cinder Block,936,Yes,SBrkr,936,2,2010,Warranty Deed,Normal,129000
5825,Brookside,Duplex,1Story,4,Poured Concrete ,600,Yes,SBrkr,747,1,2006,Warranty Deed,Normal,79900
5820,OldTown,Duplex,1Story,3,Cinder Block,1162,Yes,SBrkr,1163,3,2006,Warranty Deed,Normal,126175
5814,Stony Brook,Townhouse,1Story,8,Cinder Block,1220,Yes,SBrkr,1360,1,2009,Contract,Force Closure,187500
5790,OldTown,Duplex,2Story,3,Cinder Block,840,No,SBrkr,1605,3,2010,Warranty Deed,Normal,107400
5784,OldTown,Duplex,1Story,5,Brick and Tile,190,Yes,FuseA,886,2,2009,Warranty Deed,Normal,91300
5720,OldTown,Duplex,1.5Fin,5,Cinder Block,676,Yes,SBrkr,1131,3,2009,Warranty Deed,Force Closure,66500
5700,OldTown,Duplex,1.5Fin,7,Poured Concrete ,572,Yes,SBrkr,1111,2,2008,Warranty Deed,Normal,116900
5687,SWISU,Two Family,2Story,5,Poured Concrete ,780,No,SBrkr,1716,6,2008,Warranty Deed,Normal,135900
5684,OldTown,Duplex,1Story,6,Brick and Tile,813,Yes,FuseA,813,2,2006,Warranty Deed,Normal,110000
5664,Stony Brook,Townhouse,1Story,8,Poured Concrete ,1501,Yes,SBrkr,1659,2,2009,Warranty Deed,Normal,278000
5604,Edwards,Duplex,1Story,5,Cinder Block,864,No,FuseA,864,2,2008,Warranty Deed,Normal,98000
5600,IDOTRR,Two Family,2Story,4,Slab,0,No,SBrkr,1092,3,2010,Warranty Deed,Normal,55000
5587,Crawfor,Townhouse,1Story,8,Poured Concrete ,1600,Yes,SBrkr,1652,2,2008,New,Partial,392500
5586,OldTown,Duplex,1.5Fin,6,Brick and Tile,901,Yes,SBrkr,1198,4,2008,Contract Low Down,Force Closure,79900
5520,OldTown,Duplex,2.5Fin,6,Cinder Block,755,Yes,SBrkr,2229,5,2009,Warranty Deed,Force Closure,104000
5500,OldTown,Duplex,1.5Unf,4,Cinder Block,882,Yes,SBrkr,882,1,2007,Warranty Deed,Normal,103200
5500,OldTown,Duplex,1.5Fin,5,Brick and Tile,926,Yes,SBrkr,1316,3,2010,Warranty Deed,Normal,130000
5436,IDOTRR,Duplex,1.5Fin,4,Brick and Tile,796,Yes,SBrkr,1154,3,2010,Warranty Deed,Normal,125500
5400,OldTown,Duplex,1Story,6,Brick and Tile,1149,Yes,FuseA,1616,3,2007,Warranty Deed,Normal,152000
5400,OldTown,Duplex,1Story,5,Brick and Tile,1073,Yes,SBrkr,1073,2,2006,Warranty Deed,Force Closure,108480
5400,OldTown,Duplex,1Story,5,Brick and Tile,691,Yes,FuseA,691,2,2007,Warranty Deed,Force Closure,86000
5400,OldTown,Duplex,1Story,5,Cinder Block,833,Yes,SBrkr,833,2,2006,Warranty Deed,Normal,117000
5400,OldTown,Duplex,1.5Fin,4,Poured Concrete ,840,Yes,SBrkr,1374,2,2009,Warranty Deed,Normal,105000
5395,Stony Brook,Townhouse,1Story,8,Poured Concrete ,1337,Yes,SBrkr,1337,2,2008,Warranty Deed,Normal,180000
5389,Stony Brook,Townhouse,1Story,8,Poured Concrete ,1595,Yes,SBrkr,1616,2,2010,Warranty Deed,Normal,236500
5381,NridgHt,Apartment,1Story,6,Poured Concrete ,1306,Yes,SBrkr,1306,1,2009,Warranty Deed,Normal,196000
5362,Crawfor,Duplex,1.5Fin,5,Poured Concrete ,661,Yes,SBrkr,1250,3,2007,Warranty Deed,Normal,139000
5350,Brookside,Duplex,1Story,3,Cinder Block,728,Yes,SBrkr,1306,3,2010,Warranty Deed,Normal,76500
5330,Stony Brook,Townhouse,1Story,8,Poured Concrete ,1494,Yes,SBrkr,1652,2,2007,Warranty Deed,Normal,251000
5330,Brookside,Duplex,1Story,4,Cinder Block,420,Yes,SBrkr,708,2,2009,Warranty Deed,Normal,82500
5310,OldTown,Duplex,1.5Fin,6,Cinder Block,485,Yes,SBrkr,1635,2,2006,Warranty Deed,Normal,117000
5306,Stony Brook,Townhouse,2Story,7,Poured Concrete ,1064,Yes,SBrkr,1767,2,2006,Warranty Deed,Normal,239000
5271,Clear Creek,Duplex,1Story,7,Poured Concrete ,1453,Yes,SBrkr,1453,2,2006,Warranty Deed,Force Closure,190000
5250,OldTown,Duplex,2Story,8,Brick and Tile,684,No,SBrkr,2358,4,2008,Warranty Deed,Normal,122000
5232,OldTown,Duplex,1Story,5,Brick and Tile,680,No,FuseP,764,2,2008,Warranty Deed,Normal,73000
5105,Somerst,Townhouse,2Story,7,Poured Concrete ,551,Yes,SBrkr,1102,2,2007,Warranty Deed,Normal,148800
5100,OldTown,Duplex,2Story,8,Poured Concrete ,588,Yes,SBrkr,1666,3,2008,Warranty Deed,Normal,161000
5062,Stony Brook,Townhouse,2Story,7,Cinder Block,1190,Yes,SBrkr,2090,3,2007,Warranty Deed,Normal,207500
5001,NridgHt,Apartment,1Story,7,Poured Concrete ,1314,Yes,SBrkr,1314,2,2009,Warranty Deed,Normal,230000
5000,OldTown,Duplex,1.5Fin,5,Brick and Tile,540,No,FuseA,1440,3,2006,Warranty Deed,Normal,79000
5000,IDOTRR,Duplex,1.5Unf,5,Cinder Block,720,No,FuseF,803,2,2007,Warranty Deed,Normal,87000
5000,SWISU,Duplex,1.5Fin,5,Brick and Tile,1026,Yes,SBrkr,1691,3,2010,Warranty Deed,Normal,127000
5000,Brookside,Duplex,1.5Fin,6,Cinder Block,1004,Yes,SBrkr,1664,3,2006,Warranty Deed,Normal,159000
5000,Brookside,Duplex,1Story,1,Slab,0,No,FuseF,334,1,2007,Warranty Deed,Normal,39300
4928,NPkVill,Townhouse,1Story,6,Cinder Block,1078,Yes,SBrkr,958,2,2007,Warranty Deed,Normal,128000
4928,NPkVill,Townhouse,1Story,6,Cinder Block,958,Yes,SBrkr,958,2,2009,Warranty Deed,Normal,143750
4923,Stony Brook,Townhouse,1Story,8,Poured Concrete ,1593,Yes,SBrkr,1593,0,2008,Warranty Deed,Normal,286000
4920,Stony Brook,Townhouse,1Story,8,Poured Concrete ,1338,Yes,SBrkr,1338,2,2010,Warranty Deed,Normal,213500
4800,IDOTRR,Duplex,1Story,4,Cinder Block,1196,Yes,FuseA,1196,2,2007,Warranty Deed,Normal,109900
4750,Crawfor,Townhouse,1Story,8,Poured Concrete ,1573,Yes,SBrkr,1625,2,2007,Warranty Deed,Within Family,235000
4712,Brookside,Duplex,1.5Fin,4,Cinder Block,747,Yes,SBrkr,1230,3,2006,Warranty Deed,Force Closure,121600
4671,Stony Brook,Townhouse,1Story,8,Poured Concrete ,1228,Yes,SBrkr,1228,2,2008,Warranty Deed,Normal,189000
4608,OldTown,Duplex,1Story,4,Cinder Block,747,Yes,SBrkr,747,2,2010,Warranty Deed,Normal,80000
4590,NridgHt,Apartment,1Story,8,Poured Concrete ,1554,Yes,SBrkr,1554,2,2007,Warranty Deed,Normal,209500
4571,OldTown,Duplex,2Story,5,Brick and Tile,624,No,SBrkr,1344,4,2008,Contract,Force Closure,98000
4500,Mitchel,Townhouse,1Story,6,Poured Concrete ,1237,Yes,SBrkr,1337,2,2006,Warranty Deed,Normal,153500
4500,Mitchel,Apartment,1Story,6,Poured Concrete ,1216,Yes,SBrkr,1216,2,2006,Warranty Deed,Normal,164000
4500,SWISU,Duplex,1.5Fin,5,Brick and Tile,793,Yes,SBrkr,1520,3,2009,Warranty Deed,Force Closure,159434
4500,Mitchel,Townhouse,1Story,6,Poured Concrete ,1204,Yes,SBrkr,1204,2,2009,Warranty Deed,Normal,162000
4500,Mitchel,Townhouse,1Story,6,Poured Concrete ,1224,Yes,SBrkr,1224,2,2009,Warranty Deed,Normal,165000
4456,OldTown,Two Family,2Story,4,Brick and Tile,736,Yes,SBrkr,1452,2,2009,New,Partial,113000
4438,CollgCr,Townhouse,1Story,6,Poured Concrete ,848,Yes,SBrkr,848,1,2008,Warranty Deed,Normal,149000
4438,CollgCr,Townhouse,1Story,6,Poured Concrete ,848,Yes,SBrkr,848,1,2008,Contract Low Down,Normal,144500
4435,CollgCr,Townhouse,1Story,6,Poured Concrete ,848,Yes,SBrkr,848,1,2009,Warranty Deed,Normal,140000
4435,CollgCr,Townhouse,1Story,6,Poured Concrete ,848,Yes,SBrkr,848,1,2007,Warranty Deed,Normal,131500
4435,CollgCr,Townhouse,1Story,6,Poured Concrete ,848,Yes,SBrkr,848,1,2006,Warranty Deed,Normal,155900
4435,CollgCr,Townhouse,1Story,6,Poured Concrete ,848,Yes,SBrkr,848,1,2009,Warranty Deed,Normal,144000
4435,CollgCr,Townhouse,1Story,6,Poured Concrete ,848,Yes,SBrkr,848,1,2008,Warranty Deed,Normal,136500
4426,CollgCr,Townhouse,1Story,6,Poured Concrete ,848,Yes,SBrkr,848,1,2008,Warranty Deed,Normal,141000
4426,CollgCr,Townhouse,1Story,6,Poured Concrete ,848,Yes,SBrkr,848,1,2010,Warranty Deed,Normal,143000
4426,CollgCr,Townhouse,1Story,6,Poured Concrete ,848,Yes,SBrkr,848,1,2008,Warranty Deed,Normal,149300
4403,Somerst,Duplex,1Story,7,Poured Concrete ,1470,Yes,SBrkr,1478,2,2010,New,Partial,222000
4400,OldTown,Duplex,1.5Fin,6,Brick and Tile,648,Yes,FuseA,1118,2,2006,Warranty Deed,Normal,116000
4388,OldTown,Duplex,1.5Unf,5,Brick and Tile,672,Yes,SBrkr,840,3,2007,Warranty Deed,Normal,87000
4282,Somerst,Townhouse,1Story,7,Poured Concrete ,1391,Yes,SBrkr,1391,2,2008,Warranty Deed,Normal,196000
4280,Crawfor,Duplex,1Story,5,Poured Concrete ,440,No,SBrkr,694,2,2007,Warranty Deed,Normal,90350
4274,Somerst,Townhouse,1Story,7,Poured Concrete ,1241,Yes,SBrkr,1241,1,2007,New,Partial,199900
4270,Edwards,Duplex,1Story,3,Brick and Tile,544,Yes,SBrkr,774,3,2007,Warranty Deed,Normal,79000
4251,Somerst,Townhouse,2Story,7,Poured Concrete ,625,Yes,SBrkr,1250,2,2007,New,Partial,164700
4230,Somerst,Townhouse,1Story,7,Poured Concrete ,1352,Yes,SBrkr,1352,2,2007,New,Partial,208900
4224,Meadow Village,Townhouse,1Story,5,Poured Concrete ,1040,Yes,SBrkr,1060,3,2007,Warranty Deed,Normal,129900
4224,Meadow Village,Townhouse,1Story,5,Poured Concrete ,1142,Yes,SBrkr,1142,3,2007,Warranty Deed,Normal,134000
4130,Brookside,Duplex,1Story,3,Cinder Block,270,Yes,SBrkr,729,2,2008,Warranty Deed,Normal,52000
4118,OldTown,Duplex,1Story,4,Cinder Block,693,No,FuseA,693,2,2006,Warranty Deed,Normal,52500
4060,Edwards,Duplex,1Story,5,Poured Concrete ,864,Yes,SBrkr,864,2,2009,Warranty Deed,Normal,99900
4060,NAmes,Townhouse,1Story,6,Poured Concrete ,1405,Yes,SBrkr,1337,2,2008,Contract,Force Closure,181000
4058,NAmes,Townhouse,SFoyer,7,Poured Concrete ,723,Yes,SBrkr,767,1,2007,Warranty Deed,Normal,133000
4045,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1356,Yes,SBrkr,1500,2,2006,New,Partial,246578
4043,NPkVill,Townhouse,1Story,6,Cinder Block,1069,Yes,SBrkr,1069,2,2008,Contract,Force Closure,140000
4043,NPkVill,Townhouse,1Story,6,Cinder Block,1069,Yes,SBrkr,1069,2,2010,Warranty Deed,Normal,127500
4017,Somerst,Townhouse,2Story,7,Poured Concrete ,625,Yes,SBrkr,1250,2,2008,Warranty Deed,Normal,171900
3982,Bloomington Heights,Townhouse,1Story,8,Poured Concrete ,1520,Yes,SBrkr,1567,1,2006,New,Partial,264561
3964,Meadow Village,Townhouse,2Story,6,Cinder Block,942,Yes,SBrkr,2521,5,2006,Warranty Deed,Normal,151400
3951,Somerst,Townhouse,2Story,6,Poured Concrete ,612,Yes,SBrkr,1224,2,2009,New,Partial,164500
3950,OldTown,Duplex,1.5Fin,6,Cinder Block,818,Yes,SBrkr,1224,3,2009,Warranty Deed,Normal,115000
3922,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1258,Yes,SBrkr,1258,2,2007,New,Partial,172500
3922,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1258,Yes,SBrkr,1402,2,2007,New,Partial,194201
3880,OldTown,Duplex,1Story,5,Cinder Block,686,Yes,SBrkr,866,2,2007,Warranty Deed,Normal,110500
3842,Crawfor,Townhouse,1Story,8,Poured Concrete ,1594,Yes,SBrkr,1646,2,2008,Warranty Deed,Normal,275000
3735,Somerst,Townhouse,2Story,7,Poured Concrete ,691,Yes,SBrkr,1452,3,2006,Warranty Deed,Normal,183900
3696,Stony Brook,Townhouse,1Story,8,Cinder Block,1074,Yes,SBrkr,1088,2,2007,Warranty Deed,Normal,170000
3684,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1373,Yes,SBrkr,1555,2,2009,Warranty Deed,Normal,174000
3675,Edwards,Townhouse,SFlat,6,Poured Concrete ,547,Yes,SBrkr,1072,2,2008,Warranty Deed,Normal,148000
3675,Edwards,Townhouse,SFoyer,6,Poured Concrete ,547,Yes,SBrkr,1072,2,2006,New,Partial,140000
3675,Edwards,Townhouse,SFlat,5,Poured Concrete ,547,Yes,SBrkr,1072,2,2006,Warranty Deed,Normal,145000
3636,IDOTRR,Duplex,1Story,4,Brick and Tile,796,No,SBrkr,796,2,2008,Warranty Deed,Normal,55000
3635,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1386,Yes,SBrkr,1569,1,2009,Warranty Deed,Normal,175900
3604,Somerst,Townhouse,2Story,7,Poured Concrete ,689,Yes,SBrkr,1392,2,2008,Warranty Deed,Force Closure,146000
3600,OldTown,Duplex,2Story,6,Cinder Block,684,No,FuseA,1368,3,2006,Warranty Deed,Normal,114504
3500,OldTown,Duplex,1.5Fin,5,Cinder Block,720,Yes,SBrkr,1284,2,2009,Warranty Deed,Normal,110000
3378,OldTown,Duplex,2Story,7,Cinder Block,651,Yes,SBrkr,1389,3,2009,Warranty Deed,Normal,135000
3363,Edwards,Townhouse,2Story,7,Poured Concrete ,976,Yes,SBrkr,1708,3,2006,Warranty Deed,Normal,130000
3316,Somerst,Townhouse,1Story,8,Poured Concrete ,1247,Yes,SBrkr,1247,1,2006,Warranty Deed,Normal,197000
3230,Somerst,Townhouse,2Story,6,Poured Concrete ,729,Yes,SBrkr,1458,2,2007,Warranty Deed,Normal,176000
3230,Somerst,Townhouse,2Story,6,Poured Concrete ,729,Yes,SBrkr,1471,3,2009,Warranty Deed,Normal,172500
3196,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1374,Yes,SBrkr,1557,2,2006,Warranty Deed,Normal,234000
3196,Bloomington Heights,Townhouse,1Story,8,Poured Concrete ,1273,Yes,SBrkr,1456,2,2006,Warranty Deed,Normal,215000
3182,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1373,Yes,SBrkr,1555,2,2009,Warranty Deed,Normal,192500
3182,Bloomington Heights,Townhouse,1Story,8,Poured Concrete ,1256,Yes,SBrkr,1269,2,2010,Warranty Deed,Normal,192000
3182,Somerst,Townhouse,2Story,7,Poured Concrete ,600,Yes,SBrkr,1200,2,2010,Warranty Deed,Normal,151000
3182,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1145,Yes,SBrkr,1145,2,2009,Warranty Deed,Normal,160200
3182,Bloomington Heights,Duplex,1Story,7,Poured Concrete ,1266,Yes,SBrkr,1266,2,2008,Warranty Deed,Normal,159895
3182,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1346,Yes,SBrkr,1504,1,2009,Warranty Deed,Normal,181000
3182,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1346,Yes,SBrkr,1504,2,2008,Warranty Deed,Normal,191000
3180,Somerst,Townhouse,2Story,7,Poured Concrete ,600,Yes,SBrkr,1200,2,2006,Warranty Deed,Normal,151000
3180,Somerst,Townhouse,2Story,7,Poured Concrete ,600,Yes,SBrkr,1200,2,2006,Warranty Deed,Force Closure,144152
3136,NridgHt,Townhouse,1Story,7,Poured Concrete ,1405,Yes,SBrkr,1405,2,2006,Warranty Deed,Normal,171750
3072,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1375,Yes,SBrkr,1414,2,2006,Warranty Deed,Normal,178740
3013,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1362,Yes,SBrkr,1506,2,2006,Warranty Deed,Normal,213490
3010,Bloomington Heights,Townhouse,1Story,7,Poured Concrete ,1248,Yes,SBrkr,1248,2,2006,New,Partial,167240
3000,Somerst,Townhouse,2Story,6,Poured Concrete ,612,Yes,SBrkr,1224,2,2009,New,Partial,173733
2887,Clear Creek,Duplex,1Story,6,Poured Concrete ,1291,Yes,SBrkr,1291,2,2008,Warranty Deed,Normal,173000
2665,Meadow Village,Townhouse,2Story,5,Poured Concrete ,264,Yes,SBrkr,1304,3,2008,Warranty Deed,Normal,115000
2665,Meadow Village,Townhouse,2Story,5,Poured Concrete ,757,Yes,SBrkr,1475,4,2006,Warranty Deed,Normal,127000
2651,Somerst,Apartment,2Story,7,Poured Concrete ,673,Yes,SBrkr,1382,3,2006,Warranty Deed,Normal,165000
2645,Somerst,Apartment,2Story,8,Poured Concrete ,970,Yes,SBrkr,1739,3,2009,Warranty Deed,Force Closure,172500
2645,Somerst,Apartment,2Story,8,Poured Concrete ,776,Yes,SBrkr,1441,2,2007,Warranty Deed,Normal,174000
2628,NridgHt,Apartment,2Story,7,Poured Concrete ,764,Yes,SBrkr,1626,2,2010,Warranty Deed,Normal,175500
2592,Meadow Village,Townhouse,2Story,5,Cinder Block,536,Yes,SBrkr,1112,3,2010,Warranty Deed,Normal,85000
2572,Somerst,Apartment,2Story,7,Poured Concrete ,696,Yes,SBrkr,1416,3,2010,Warranty Deed,Normal,155000
2544,Somerst,Apartment,2Story,7,Poured Concrete ,600,Yes,SBrkr,1223,2,2006,Warranty Deed,Normal,147400
2522,Edwards,Apartment,2Story,6,Poured Concrete ,970,Yes,SBrkr,1709,3,2006,Warranty Deed,Normal,130000
2522,Edwards,Apartment,2Story,7,Poured Concrete ,970,Yes,SBrkr,1709,3,2006,Warranty Deed,Normal,130000
2522,Edwards,Apartment,2Story,7,Poured Concrete ,970,Yes,SBrkr,1709,3,2006,Warranty Deed,Normal,137500
2500,OldTown,Duplex,2Story,7,Poured Concrete ,910,Yes,SBrkr,1826,4,2009,Warranty Deed,Normal,155000
2448,NridgHt,Apartment,2Story,7,Poured Concrete ,764,Yes,SBrkr,1626,2,2008,Warranty Deed,Normal,154000
2368,Briardale,Townhouse,2Story,5,Cinder Block,765,Yes,SBrkr,1365,3,2009,Warranty Deed,Normal,125000
2308,NPkVill,Townhouse,2Story,6,Cinder Block,855,Yes,SBrkr,1322,3,2009,Warranty Deed,Normal,147000
2308,NPkVill,Townhouse,2Story,6,Cinder Block,804,Yes,SBrkr,1548,3,2007,Warranty Deed,Normal,155000
2289,NPkVill,Apartment,2Story,6,Cinder Block,855,Yes,SBrkr,1441,3,2009,Warranty Deed,Normal,148500
2280,NPkVill,Apartment,2Story,6,Cinder Block,855,Yes,SBrkr,1456,3,2009,Warranty Deed,Normal,148500
2280,Somerst,Apartment,2Story,7,Poured Concrete ,744,Yes,SBrkr,1501,3,2008,Warranty Deed,Normal,179400
2280,NPkVill,Apartment,2Story,6,Cinder Block,855,Yes,SBrkr,1456,3,2010,Warranty Deed,Normal,146000
2268,NridgHt,Apartment,2Story,7,Poured Concrete ,764,Yes,SBrkr,1626,2,2009,Warranty Deed,Normal,173000
2217,Meadow Village,Townhouse,2Story,4,Cinder Block,546,Yes,SBrkr,1092,3,2009,Warranty Deed,Normal,88000
2160,Somerst,Apartment,2Story,7,Poured Concrete ,600,Yes,SBrkr,1252,2,2008,Warranty Deed,Normal,160000
2117,Somerst,Apartment,2Story,6,Poured Concrete ,756,Yes,SBrkr,1525,3,2007,Warranty Deed,Normal,177000
2117,Somerst,Townhouse,2Story,6,Poured Concrete ,756,Yes,SBrkr,1512,2,2007,Warranty Deed,Normal,168500
2117,Somerst,Apartment,2Story,6,Poured Concrete ,756,Yes,SBrkr,1573,3,2010,Warranty Deed,Normal,177500
2016,Briardale,Townhouse,2Story,5,Cinder Block,630,Yes,SBrkr,1302,3,2007,Warranty Deed,Normal,106000
2001,Meadow Village,Apartment,2Story,4,Cinder Block,546,Yes,SBrkr,1092,3,2007,Warranty Deed,Normal,75000
1974,Meadow Village,Townhouse,2Story,4,Cinder Block,546,Yes,SBrkr,1092,3,2010,Warranty Deed,Normal,83500
1953,Briardale,Apartment,2Story,6,Cinder Block,483,Yes,SBrkr,987,2,2006,Warranty Deed,Normal,83000
1950,Bluestem,Apartment,2Story,6,Cinder Block,716,Yes,SBrkr,1556,3,2008,Contract,Normal,151000
1936,Meadow Village,Apartment,SFoyer,4,Cinder Block,630,Yes,SBrkr,630,1,2007,Warranty Deed,Normal,84500
1920,Briardale,Townhouse,2Story,5,Cinder Block,765,Yes,SBrkr,1365,2,2007,Warranty Deed,Normal,122500
1890,Meadow Village,Apartment,SFoyer,4,Cinder Block,630,Yes,SBrkr,630,1,2008,Warranty Deed,Normal,81000
1890,Briardale,Apartment,2Story,6,Cinder Block,672,Yes,SBrkr,1218,3,2007,Warranty Deed,Normal,113000
1869,Briardale,Apartment,2Story,6,Cinder Block,483,Yes,SBrkr,987,2,2008,Warranty Deed,Normal,106000
1680,Briardale,Apartment,2Story,5,Cinder Block,630,Yes,SBrkr,1302,3,2009,Contract,Force Closure,112000
1680,Briardale,Apartment,2Story,6,Cinder Block,483,Yes,SBrkr,987,2,2006,Warranty Deed,Normal,94500
1680,Briardale,Townhouse,2Story,6,Cinder Block,483,Yes,SBrkr,987,2,2008,Warranty Deed,Normal,89500
1680,Briardale,Apartment,2Story,6,Cinder Block,483,Yes,SBrkr,987,2,2009,Warranty Deed,Normal,118000
1680,Briardale,Apartment,2Story,6,Cinder Block,483,Yes,SBrkr,987,2,2008,Contract,Force Closure,85400
1680,Briardale,Apartment,2Story,6,Cinder Block,525,Yes,SBrkr,1092,3,2010,Warranty Deed,Within Family,88000
1680,Briardale,Apartment,2Story,6,Cinder Block,483,Yes,SBrkr,987,2,2008,Warranty Deed,Normal,100000
1680,Briardale,Apartment,2Story,6,Cinder Block,672,Yes,SBrkr,1218,3,2006,Warranty Deed,Normal,118000
1680,Briardale,Apartment,2Story,6,Cinder Block,672,Yes,SBrkr,1218,3,2006,Warranty Deed,Force Closure,91500
